OX371314.1	chr1A
CAMZJZ010002236.1	contig_2167
CAMZJZ010002237.1	contig_1645
CAMZJZ010002238.1	contig_226
CAMZJZ010002239.1	contig_2226
CAMZJZ010002240.1	contig_2316
CAMZJZ010002241.1	contig_1192
CAMZJZ010002242.1	contig_103
CAMZJZ010002243.1	contig_2331
CAMZJZ010002244.1	contig_2960
CAMZJZ010002245.1	contig_1131
CAMZJZ010002246.1	contig_2342
CAMZJZ010002247.1	contig_2047
CAMZJZ010002248.1	contig_2175
CAMZJZ010002249.1	contig_3045
CAMZJZ010002250.1	contig_1174
CAMZJZ010002251.1	contig_1961
CAMZJZ010002252.1	contig_2541
CAMZJZ010002253.1	contig_2780
CAMZJZ010002254.1	contig_1808
CAMZJZ010002255.1	contig_1227
CAMZJZ010002256.1	contig_1681
CAMZJZ010002257.1	contig_1777
CAMZJZ010002258.1	contig_1073
CAMZJZ010002259.1	contig_763
CAMZJZ010002260.1	contig_1893
CAMZJZ010002261.1	contig_1936
CAMZJZ010002262.1	contig_1967
CAMZJZ010002263.1	contig_1389
CAMZJZ010002264.1	contig_1342
CAMZJZ010002265.1	contig_2196
CAMZJZ010002266.1	contig_852
CAMZJZ010002267.1	contig_1035
CAMZJZ010002268.1	contig_2712
CAMZJZ010002269.1	contig_1769
CAMZJZ010002270.1	contig_2061
CAMZJZ010002271.1	contig_811
CAMZJZ010002272.1	contig_563
CAMZJZ010002273.1	contig_740
CAMZJZ010002274.1	contig_3050
CAMZJZ010002275.1	contig_820
CAMZJZ010002276.1	contig_2032
CAMZJZ010002277.1	contig_490
CAMZJZ010002278.1	contig_1166
CAMZJZ010002279.1	contig_2020
CAMZJZ010002280.1	contig_2002
CAMZJZ010002281.1	contig_2451
CAMZJZ010002282.1	contig_1324
CAMZJZ010002283.1	contig_2030
CAMZJZ010002284.1	contig_2814
CAMZJZ010002285.1	contig_2278
CAMZJZ010002286.1	contig_947
CAMZJZ010002287.1	contig_2173
CAMZJZ010002288.1	contig_747
CAMZJZ010002289.1	contig_1567
CAMZJZ010002290.1	contig_2072
CAMZJZ010002291.1	contig_1988
CAMZJZ010002292.1	contig_1123
CAMZJZ010002293.1	contig_2910
CAMZJZ010002294.1	contig_307
CAMZJZ010002295.1	contig_3024
CAMZJZ010002296.1	contig_438
CAMZJZ010002297.1	contig_2079
CAMZJZ010002298.1	contig_1759
CAMZJZ010002299.1	contig_2902
CAMZJZ010002300.1	contig_1793
CAMZJZ010002301.1	contig_1252
CAMZJZ010002302.1	contig_1642
CAMZJZ010002303.1	contig_2915
CAMZJZ010002304.1	contig_2474
CAMZJZ010002305.1	contig_871
CAMZJZ010002306.1	contig_1734
CAMZJZ010002307.1	contig_1965
CAMZJZ010002308.1	contig_1331
CAMZJZ010002309.1	contig_1931
CAMZJZ010002310.1	contig_449
CAMZJZ010002311.1	contig_1519
CAMZJZ010002312.1	contig_3064
CAMZJZ010002313.1	contig_2678
CAMZJZ010002314.1	contig_2325
CAMZJZ010002315.1	contig_1395
CAMZJZ010002316.1	contig_2754
CAMZJZ010002317.1	contig_1300
CAMZJZ010002318.1	contig_2858
CAMZJZ010002319.1	contig_1515
CAMZJZ010002320.1	contig_680
CAMZJZ010002321.1	contig_2613
CAMZJZ010002322.1	contig_2970
CAMZJZ010002323.1	contig_2760
CAMZJZ010002324.1	contig_1052
CAMZJZ010002325.1	contig_836
CAMZJZ010002326.1	contig_2619
CAMZJZ010002327.1	contig_1565
CAMZJZ010002328.1	contig_1718
CAMZJZ010002329.1	contig_1033
CAMZJZ010002330.1	contig_1619
CAMZJZ010002331.1	contig_1958
CAMZJZ010002332.1	contig_2218
CAMZJZ010002333.1	contig_906
CAMZJZ010002334.1	contig_1333
CAMZJZ010002335.1	contig_1200
CAMZJZ010002336.1	contig_1393
CAMZJZ010002337.1	contig_2158
CAMZJZ010002338.1	contig_1193
CAMZJZ010002339.1	contig_2145
CAMZJZ010002340.1	contig_2563
CAMZJZ010002341.1	contig_569
CAMZJZ010002342.1	contig_1201
CAMZJZ010002343.1	contig_1508
CAMZJZ010002344.1	contig_2807
CAMZJZ010002345.1	contig_798
CAMZJZ010002346.1	contig_1269
CAMZJZ010002347.1	contig_2651
CAMZJZ010002348.1	contig_2959
CAMZJZ010002349.1	contig_1598
CAMZJZ010002350.1	contig_1695
CAMZJZ010002351.1	contig_2192
CAMZJZ010002352.1	contig_2065
CAMZJZ010002353.1	contig_416
CAMZJZ010002354.1	contig_1398
CAMZJZ010002355.1	contig_1741
CAMZJZ010002356.1	contig_957
CAMZJZ010002357.1	contig_2682
CAMZJZ010002358.1	contig_2592
CAMZJZ010002359.1	contig_2962
CAMZJZ010002360.1	contig_2861
CAMZJZ010002361.1	contig_1985
CAMZJZ010002362.1	contig_1384
CAMZJZ010002363.1	contig_1517
CAMZJZ010002364.1	contig_2703
CAMZJZ010002365.1	contig_2977
CAMZJZ010002366.1	contig_2875
CAMZJZ010002367.1	contig_1622
CAMZJZ010002368.1	contig_1265
CAMZJZ010002369.1	contig_1369
CAMZJZ010002370.1	contig_1731
CAMZJZ010002371.1	contig_1238
CAMZJZ010002372.1	contig_1667
CAMZJZ010002373.1	contig_1260
CAMZJZ010002374.1	contig_2205
CAMZJZ010002375.1	contig_1338
CAMZJZ010002376.1	contig_1542
CAMZJZ010002377.1	contig_235
CAMZJZ010002378.1	contig_1276
CAMZJZ010002379.1	contig_2582
CAMZJZ010002380.1	contig_2219
CAMZJZ010002381.1	contig_1315
CAMZJZ010002382.1	contig_2661
CAMZJZ010002383.1	contig_2660
CAMZJZ010002384.1	contig_672
CAMZJZ010002385.1	contig_2017
CAMZJZ010002386.1	contig_617
CAMZJZ010002387.1	contig_2258
CAMZJZ010002388.1	contig_941
CAMZJZ010002389.1	contig_1905
CAMZJZ010002390.1	contig_2794
CAMZJZ010002391.1	contig_2978
CAMZJZ010002392.1	contig_1277
CAMZJZ010002393.1	contig_2338
CAMZJZ010002394.1	contig_1876
CAMZJZ010002395.1	contig_627
CAMZJZ010002396.1	contig_578
CAMZJZ010002397.1	contig_909
CAMZJZ010002398.1	contig_1538
CAMZJZ010002399.1	contig_1643
CAMZJZ010002400.1	contig_1282
CAMZJZ010002401.1	contig_2091
CAMZJZ010002402.1	contig_737
CAMZJZ010002403.1	contig_835
CAMZJZ010002404.1	contig_986
CAMZJZ010002405.1	contig_1007
CAMZJZ010002406.1	contig_1190
CAMZJZ010002407.1	contig_2611
CAMZJZ010002408.1	contig_2139
CAMZJZ010002409.1	contig_2488
CAMZJZ010002410.1	contig_1461
CAMZJZ010002411.1	contig_2533
CAMZJZ010002412.1	contig_1603
CAMZJZ010002413.1	contig_1950
CAMZJZ010002414.1	contig_1089
CAMZJZ010002415.1	contig_1312
CAMZJZ010002416.1	contig_1061
CAMZJZ010002417.1	contig_1133
CAMZJZ010002418.1	contig_2791
CAMZJZ010002419.1	contig_2166
CAMZJZ010002420.1	contig_2525
CAMZJZ010002421.1	contig_377
CAMZJZ010002422.1	contig_1811
CAMZJZ010002423.1	contig_1602
CAMZJZ010002424.1	contig_2658
CAMZJZ010002425.1	contig_2833
CAMZJZ010002426.1	contig_757
CAMZJZ010002427.1	contig_1099
CAMZJZ010002428.1	contig_2241
CAMZJZ010002429.1	contig_788
CAMZJZ010002430.1	contig_1556
CAMZJZ010002431.1	contig_1186
CAMZJZ010002432.1	contig_345
CAMZJZ010002433.1	contig_3049
CAMZJZ010002434.1	contig_862
CAMZJZ010002435.1	contig_3029
CAMZJZ010002436.1	contig_2077
CAMZJZ010002437.1	contig_1056
CAMZJZ010002438.1	contig_2108
CAMZJZ010002439.1	contig_2601
CAMZJZ010002440.1	contig_920
CAMZJZ010002441.1	contig_1147
CAMZJZ010002442.1	contig_313
CAMZJZ010002443.1	contig_1417
CAMZJZ010002444.1	contig_2363
CAMZJZ010002445.1	contig_1049
CAMZJZ010002446.1	contig_2470
CAMZJZ010002447.1	contig_2140
CAMZJZ010002448.1	contig_1187
CAMZJZ010002449.1	contig_2103
CAMZJZ010002450.1	contig_2156
CAMZJZ010002451.1	contig_1680
CAMZJZ010002452.1	contig_3052
CAMZJZ010002453.1	contig_1171
CAMZJZ010002454.1	contig_1434
CAMZJZ010002455.1	contig_2945
CAMZJZ010002456.1	contig_2455
CAMZJZ010002457.1	contig_2180
CAMZJZ010002458.1	contig_2059
CAMZJZ010002459.1	contig_2882
CAMZJZ010002460.1	contig_1272
CAMZJZ010002461.1	contig_223
CAMZJZ010002462.1	contig_1108
CAMZJZ010002463.1	contig_1213
CAMZJZ010002464.1	contig_2639
CAMZJZ010002465.1	contig_735
CAMZJZ010002466.1	contig_1895
CAMZJZ010002467.1	contig_1180
CAMZJZ010002468.1	contig_1564
CAMZJZ010002469.1	contig_2402
CAMZJZ010002470.1	contig_2443
CAMZJZ010002471.1	contig_1057
CAMZJZ010002472.1	contig_2404
CAMZJZ010002473.1	contig_2590
CAMZJZ010002474.1	contig_1394
CAMZJZ010002475.1	contig_2677
CAMZJZ010002476.1	contig_2213
CAMZJZ010002477.1	contig_1460
CAMZJZ010002478.1	contig_2693
CAMZJZ010002479.1	contig_1859
CAMZJZ010002480.1	contig_1982
CAMZJZ010002481.1	contig_2437
CAMZJZ010002482.1	contig_1353
CAMZJZ010002483.1	contig_2524
CAMZJZ010002484.1	contig_1717
CAMZJZ010002485.1	contig_1534
CAMZJZ010002486.1	contig_1144
CAMZJZ010002487.1	contig_1548
CAMZJZ010002488.1	contig_828
CAMZJZ010002489.1	contig_2260
CAMZJZ010002490.1	contig_1113
CAMZJZ010002491.1	contig_1266
CAMZJZ010002492.1	contig_1449
CAMZJZ010002493.1	contig_2939
CAMZJZ010002494.1	contig_2759
CAMZJZ010002495.1	contig_1010
CAMZJZ010002496.1	contig_1625
CAMZJZ010002497.1	contig_1488
CAMZJZ010002498.1	contig_2350
CAMZJZ010002499.1	contig_2501
CAMZJZ010002500.1	contig_2983
CAMZJZ010002501.1	contig_2912
CAMZJZ010002502.1	contig_546
CAMZJZ010002503.1	contig_312
CAMZJZ010002504.1	contig_363
CAMZJZ010002505.1	contig_774
CAMZJZ010002506.1	contig_1263
CAMZJZ010002507.1	contig_1102
CAMZJZ010002508.1	contig_555
CAMZJZ010002509.1	contig_2669
CAMZJZ010002510.1	contig_2767
CAMZJZ010002511.1	contig_1509
CAMZJZ010002512.1	contig_495
CAMZJZ010002513.1	contig_687
CAMZJZ010002514.1	contig_1657
CAMZJZ010002515.1	contig_2917
CAMZJZ010002516.1	contig_1484
CAMZJZ010002517.1	contig_1188
CAMZJZ010002518.1	contig_193
CAMZJZ010002519.1	contig_1941
CAMZJZ010002520.1	contig_561
CAMZJZ010002521.1	contig_2314
CAMZJZ010002522.1	contig_666
CAMZJZ010002523.1	contig_1668
CAMZJZ010002524.1	contig_3068
CAMZJZ010002525.1	contig_478
CAMZJZ010002526.1	contig_583
CAMZJZ010002527.1	contig_2681
CAMZJZ010002528.1	contig_2751
CAMZJZ010002529.1	contig_1391
CAMZJZ010002530.1	contig_1816
CAMZJZ010002531.1	contig_702
CAMZJZ010002532.1	contig_1446
CAMZJZ010002533.1	contig_1753
CAMZJZ010002534.1	contig_1886
CAMZJZ010002535.1	contig_1796
CAMZJZ010002536.1	contig_2479
CAMZJZ010002537.1	contig_1172
CAMZJZ010002538.1	contig_2439
CAMZJZ010002539.1	contig_780
CAMZJZ010002540.1	contig_514
CAMZJZ010002541.1	contig_1015
CAMZJZ010002542.1	contig_2212
CAMZJZ010002543.1	contig_2598
CAMZJZ010002544.1	contig_1557
CAMZJZ010002545.1	contig_1738
CAMZJZ010002546.1	contig_3055
CAMZJZ010002547.1	contig_2892
CAMZJZ010002548.1	contig_2747
CAMZJZ010002549.1	contig_1901
CAMZJZ010002550.1	contig_2740
CAMZJZ010002551.1	contig_768
CAMZJZ010002552.1	contig_1646
CAMZJZ010002553.1	contig_2271
CAMZJZ010002554.1	contig_1867
CAMZJZ010002555.1	contig_2290
CAMZJZ010002556.1	contig_2949
CAMZJZ010002557.1	contig_1973
CAMZJZ010002558.1	contig_1730
CAMZJZ010002559.1	contig_1420
CAMZJZ010002560.1	contig_567
CAMZJZ010002561.1	contig_960
CAMZJZ010002562.1	contig_2736
CAMZJZ010002563.1	contig_1629
CAMZJZ010002564.1	contig_3026
CAMZJZ010002565.1	contig_1781
CAMZJZ010002566.1	contig_2564
CAMZJZ010002567.1	contig_605
CAMZJZ010002568.1	contig_2938
CAMZJZ010002569.1	contig_1617
CAMZJZ010002570.1	contig_1792
CAMZJZ010002571.1	contig_3062
CAMZJZ010002572.1	contig_2508
CAMZJZ010002573.1	contig_279
CAMZJZ010002574.1	contig_2123
CAMZJZ010002575.1	contig_2797
CAMZJZ010002576.1	contig_1672
CAMZJZ010002577.1	contig_525
CAMZJZ010002578.1	contig_2874
CAMZJZ010002579.1	contig_3051
CAMZJZ010002580.1	contig_1362
CAMZJZ010002581.1	contig_2998
CAMZJZ010002582.1	contig_2094
CAMZJZ010002583.1	contig_1576
CAMZJZ010002584.1	contig_1737
CAMZJZ010002585.1	contig_1325
CAMZJZ010002586.1	contig_2137
CAMZJZ010002587.1	contig_2147
CAMZJZ010002588.1	contig_403
CAMZJZ010002589.1	contig_1225
CAMZJZ010002590.1	contig_2800
CAMZJZ010002591.1	contig_741
CAMZJZ010002592.1	contig_2239
CAMZJZ010002593.1	contig_2605
CAMZJZ010002594.1	contig_2689
CAMZJZ010002595.1	contig_1574
CAMZJZ010002596.1	contig_1456
CAMZJZ010002597.1	contig_2832
CAMZJZ010002598.1	contig_2351
CAMZJZ010002599.1	contig_3014
CAMZJZ010002600.1	contig_1570
CAMZJZ010002601.1	contig_2132
CAMZJZ010002602.1	contig_1616
CAMZJZ010002603.1	contig_1250
CAMZJZ010002604.1	contig_1983
CAMZJZ010002605.1	contig_1305
CAMZJZ010002606.1	contig_1613
CAMZJZ010002607.1	contig_2990
CAMZJZ010002608.1	contig_1077
CAMZJZ010002609.1	contig_1735
CAMZJZ010002610.1	contig_2288
CAMZJZ010002611.1	contig_322
CAMZJZ010002612.1	contig_485
CAMZJZ010002613.1	contig_1003
CAMZJZ010002614.1	contig_2987
CAMZJZ010002615.1	contig_2165
CAMZJZ010002616.1	contig_713
CAMZJZ010002617.1	contig_1559
CAMZJZ010002618.1	contig_1637
CAMZJZ010002619.1	contig_2826
CAMZJZ010002620.1	contig_3008
CAMZJZ010002621.1	contig_2362
CAMZJZ010002622.1	contig_2220
CAMZJZ010002623.1	contig_1955
CAMZJZ010002624.1	contig_2125
CAMZJZ010002625.1	contig_3037
CAMZJZ010002626.1	contig_1122
CAMZJZ010002627.1	contig_1278
CAMZJZ010002628.1	contig_2836
CAMZJZ010002629.1	contig_2922
CAMZJZ010002630.1	contig_3038
CAMZJZ010002631.1	contig_2680
CAMZJZ010002632.1	contig_2530
CAMZJZ010002633.1	contig_1352
CAMZJZ010002634.1	contig_781
CAMZJZ010002635.1	contig_2985
CAMZJZ010002636.1	contig_2876
CAMZJZ010002637.1	contig_2685
CAMZJZ010002638.1	contig_2445
CAMZJZ010002639.1	contig_649
CAMZJZ010002640.1	contig_805
CAMZJZ010002641.1	contig_2395
CAMZJZ010002642.1	contig_1332
CAMZJZ010002643.1	contig_2808
CAMZJZ010002644.1	contig_1634
CAMZJZ010002645.1	contig_2203
CAMZJZ010002646.1	contig_3015
CAMZJZ010002647.1	contig_984
CAMZJZ010002648.1	contig_1671
CAMZJZ010002649.1	contig_2628
CAMZJZ010002650.1	contig_1135
CAMZJZ010002651.1	contig_2903
CAMZJZ010002652.1	contig_1689
CAMZJZ010002653.1	contig_2624
CAMZJZ010002654.1	contig_486
CAMZJZ010002655.1	contig_2928
CAMZJZ010002656.1	contig_501
CAMZJZ010002657.1	contig_1030
CAMZJZ010002658.1	contig_1972
CAMZJZ010002659.1	contig_1028
CAMZJZ010002660.1	contig_1861
CAMZJZ010002661.1	contig_3069
CAMZJZ010002662.1	contig_1258
CAMZJZ010002663.1	contig_1433
CAMZJZ010002664.1	contig_622
CAMZJZ010002665.1	contig_1700
CAMZJZ010002666.1	contig_2828
CAMZJZ010002667.1	contig_1971
CAMZJZ010002668.1	contig_1256
CAMZJZ010002669.1	contig_1594
CAMZJZ010002670.1	contig_1157
CAMZJZ010002671.1	contig_1606
CAMZJZ010002672.1	contig_2490
CAMZJZ010002673.1	contig_2867
CAMZJZ010002674.1	contig_2454
CAMZJZ010002675.1	contig_1360
CAMZJZ010002676.1	contig_2643
CAMZJZ010002677.1	contig_3056
CAMZJZ010002678.1	contig_2733
CAMZJZ010002679.1	contig_1248
CAMZJZ010002680.1	contig_899
CAMZJZ010002681.1	contig_1952
CAMZJZ010002682.1	contig_2355
CAMZJZ010002683.1	contig_3022
CAMZJZ010002684.1	contig_1917
CAMZJZ010002685.1	contig_2547
CAMZJZ010002686.1	contig_2984
CAMZJZ010002687.1	contig_994
CAMZJZ010002688.1	contig_1896
CAMZJZ010002689.1	contig_2937
CAMZJZ010002690.1	contig_1512
CAMZJZ010002691.1	contig_1554
CAMZJZ010002692.1	contig_2511
CAMZJZ010002693.1	contig_1529
CAMZJZ010002694.1	contig_2948
CAMZJZ010002695.1	contig_792
CAMZJZ010002696.1	contig_882
CAMZJZ010002697.1	contig_1202
CAMZJZ010002698.1	contig_1179
CAMZJZ010002699.1	contig_1359
CAMZJZ010002700.1	contig_2482
CAMZJZ010002701.1	contig_3077
CAMZJZ010002702.1	contig_110
CAMZJZ010002703.1	contig_2743
CAMZJZ010002704.1	contig_2824
CAMZJZ010002705.1	contig_393
CAMZJZ010002706.1	contig_1785
CAMZJZ010002707.1	contig_357
CAMZJZ010002708.1	contig_1383
CAMZJZ010002709.1	contig_2060
CAMZJZ010002710.1	contig_2414
CAMZJZ010002711.1	contig_1869
CAMZJZ010002712.1	contig_1675
CAMZJZ010002713.1	contig_2200
CAMZJZ010002714.1	contig_461
CAMZJZ010002715.1	contig_2286
CAMZJZ010002716.1	contig_613
CAMZJZ010002717.1	contig_2051
CAMZJZ010002718.1	contig_2701
CAMZJZ010002719.1	contig_2361
CAMZJZ010002720.1	contig_1246
CAMZJZ010002721.1	contig_1980
CAMZJZ010002722.1	contig_1889
CAMZJZ010002723.1	contig_2982
CAMZJZ010002724.1	contig_2734
CAMZJZ010002725.1	contig_902
CAMZJZ010002726.1	contig_2866
CAMZJZ010002727.1	contig_1814
CAMZJZ010002728.1	contig_856
CAMZJZ010002729.1	contig_341
CAMZJZ010002730.1	contig_3006
CAMZJZ010002731.1	contig_2895
CAMZJZ010002732.1	contig_2269
CAMZJZ010002733.1	contig_1804
CAMZJZ010002734.1	contig_2732
CAMZJZ010002735.1	contig_2849
CAMZJZ010002736.1	contig_771
CAMZJZ010002737.1	contig_1686
CAMZJZ010002738.1	contig_1181
CAMZJZ010002739.1	contig_1302
CAMZJZ010002740.1	contig_3071
CAMZJZ010002741.1	contig_2943
CAMZJZ010002742.1	contig_3067
CAMZJZ010002743.1	contig_2232
CAMZJZ010002744.1	contig_2616
CAMZJZ010002745.1	contig_662
CAMZJZ010002746.1	contig_1347
CAMZJZ010002747.1	contig_3060
CAMZJZ010002748.1	contig_2967
CAMZJZ010002749.1	contig_2368
CAMZJZ010002750.1	contig_2845
CAMZJZ010002751.1	contig_2568
CAMZJZ010002752.1	contig_2869
CAMZJZ010002753.1	contig_2261
CAMZJZ010002754.1	contig_1836
CAMZJZ010002755.1	contig_1986
CAMZJZ010002756.1	contig_2114
CAMZJZ010002757.1	contig_1390
CAMZJZ010002758.1	contig_2202
CAMZJZ010002759.1	contig_2774
CAMZJZ010002760.1	contig_1409
CAMZJZ010002761.1	contig_863
CAMZJZ010002762.1	contig_879
CAMZJZ010002763.1	contig_2121
CAMZJZ010002764.1	contig_2881
CAMZJZ010002765.1	contig_2951
CAMZJZ010002766.1	contig_2583
CAMZJZ010002767.1	contig_1724
CAMZJZ010002768.1	contig_395
CAMZJZ010002769.1	contig_3005
CAMZJZ010002770.1	contig_2810
CAMZJZ010002771.1	contig_793
CAMZJZ010002772.1	contig_564
CAMZJZ010002773.1	contig_988
CAMZJZ010002774.1	contig_817
CAMZJZ010002775.1	contig_3075
CAMZJZ010002776.1	contig_2706
CAMZJZ010002777.1	contig_2997
CAMZJZ010002778.1	contig_2161
CAMZJZ010002779.1	contig_3072
CAMZJZ010002780.1	contig_743
CAMZJZ010002781.1	contig_789
CAMZJZ010002782.1	contig_2183
CAMZJZ010002783.1	contig_2880
CAMZJZ010002784.1	contig_1183
CAMZJZ010002785.1	contig_2245
CAMZJZ010002786.1	contig_2249
CAMZJZ010002787.1	contig_3063
CAMZJZ010002788.1	contig_122
CAMZJZ010002789.1	contig_2215
CAMZJZ010002790.1	contig_2724
CAMZJZ010002791.1	contig_2124
CAMZJZ010002792.1	contig_1866
CAMZJZ010002793.1	contig_885
CAMZJZ010002794.1	contig_2738
CAMZJZ010002795.1	contig_1537
CAMZJZ010002796.1	contig_1714
CAMZJZ010002797.1	contig_2785
CAMZJZ010002798.1	contig_1208
CAMZJZ010002799.1	contig_1463
CAMZJZ010002800.1	contig_975
CAMZJZ010002801.1	contig_1152
CAMZJZ010002802.1	contig_3061
CAMZJZ010002803.1	contig_2115
CAMZJZ010002804.1	contig_2155
CAMZJZ010002805.1	contig_2897
CAMZJZ010002806.1	contig_1513
CAMZJZ010002807.1	contig_1662
CAMZJZ010002808.1	contig_3003
CAMZJZ010002809.1	contig_1271
CAMZJZ010002810.1	contig_1375
CAMZJZ010002811.1	contig_736
CAMZJZ010002812.1	contig_1185
CAMZJZ010002813.1	contig_1475
CAMZJZ010002814.1	contig_2924
CAMZJZ010002815.1	contig_1618
CAMZJZ010002816.1	contig_2989
CAMZJZ010002817.1	contig_2092
CAMZJZ010002818.1	contig_1887
CAMZJZ010002819.1	contig_1116
CAMZJZ010002820.1	contig_1831
CAMZJZ010002821.1	contig_1339
CAMZJZ010002822.1	contig_3036
CAMZJZ010002823.1	contig_2485
CAMZJZ010002824.1	contig_1723
CAMZJZ010002825.1	contig_1198
CAMZJZ010002826.1	contig_3034
CAMZJZ010002827.1	contig_507
CAMZJZ010002828.1	contig_1470
CAMZJZ010002829.1	contig_1544
CAMZJZ010002830.1	contig_2274
CAMZJZ010002831.1	contig_491
CAMZJZ010002832.1	contig_2054
CAMZJZ010002833.1	contig_1343
CAMZJZ010002834.1	contig_3031
CAMZJZ010002835.1	contig_2553
CAMZJZ010002836.1	contig_2796
CAMZJZ010002837.1	contig_800
CAMZJZ010002838.1	contig_2644
CAMZJZ010002839.1	contig_2207
CAMZJZ010002840.1	contig_2847
CAMZJZ010002841.1	contig_1993
CAMZJZ010002842.1	contig_2666
CAMZJZ010002843.1	contig_2972
CAMZJZ010002844.1	contig_1885
CAMZJZ010002845.1	contig_2581
CAMZJZ010002846.1	contig_3078
CAMZJZ010002847.1	contig_2981
CAMZJZ010002848.1	contig_709
CAMZJZ010002849.1	contig_1892
CAMZJZ010002850.1	contig_2615
CAMZJZ010002851.1	contig_2816
CAMZJZ010002852.1	contig_2859
CAMZJZ010002853.1	contig_3041
CAMZJZ010002854.1	contig_2968
CAMZJZ010002855.1	contig_3083
CAMZJZ010002856.1	contig_1060
CAMZJZ010002857.1	contig_3082
CAMZJZ010002858.1	contig_3081
CAMZJZ010002859.1	contig_3073
CAMZJZ010002860.1	contig_1894
CAMZJZ010002861.1	contig_3066
CAMZJZ010002862.1	contig_695
CAMZJZ010002863.1	contig_1419
CAMZJZ010002864.1	contig_3086
CAMZJZ010002865.1	contig_2829
CAMZJZ010002866.1	contig_2929
CAMZJZ010002867.1	contig_3084
CAMZJZ010002868.1	contig_2953
CAMZJZ010002869.1	contig_2423
CAMZJZ010002870.1	contig_3079
CAMZJZ010002871.1	contig_1560
CAMZJZ010002872.1	contig_2216
CAMZJZ010002873.1	contig_2940
CAMZJZ010002874.1	contig_2035
CAMZJZ010002875.1	contig_3080
CAMZJZ010002876.1	contig_2676
CAMZJZ010002877.1	contig_3085
CAMZJZ010002878.1	contig_2916
CAMZJZ010002879.1	contig_2941
CAMZJZ010002880.1	contig_844
